id,kecamatan,varietas,jenis_tanah,tekstur,luas_lahan,curah_hujan,suhu,total_n_dasar,total_p_dasar,total_k_dasar,umur_hst,fase_tanaman,ph,n_ppm,p_ppm,k_ppm,status_hara,rekomendasi_tindakan,dosis_urea_susulan,dosis_sp36_susulan,dosis_kcl_susulan,total_umur_panen,hasil_panen_estimasi,sisa_hari_panen
266,Tombulu,Pioneer Sweet Corn,Latosol,Lempung,2.2,232,28,15.0,15.0,15.0,65,Generatif,5.6,24,20,20,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9,25
267,Tombulu,Pertiwi,Andosol,Lempung,2.5,176,29,23.0,0.0,0.0,27,Vegetatif Aktif,5.6,21,20,22,Seimbang,Pertahankan Kondisi,0,0,0,105,6.7,78
268,Sonder,NK Perkasa,Andosol,Lempung,2.3,206,31,0.0,0.0,0.0,72,Generatif,6.8,19,11,18,Seimbang,Pertahankan Kondisi,0,0,0,110,5.9,38
269,Kauditan,Pertiwi,Andosol,Lempung,0.5,159,31,0.0,0.0,0.0,45,Vegetatif Aktif,5.6,11,15,20,Seimbang,Pertahankan Kondisi,0,0,0,105,5.8,60
270,Airmadidi,NK Perkasa,Regosol,Pasir,1.4,185,29,23.0,0.0,0.0,14,Vegetatif Awal,5.8,24,11,21,Seimbang,Pertahankan Kondisi,0,0,0,110,5.8,96
271,Sonder,Pioneer Sweet Corn,Latosol,Lempung Berpasir,0.8,234,30,23.0,0.0,0.0,36,Vegetatif Aktif,6.1,21,9,10,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,90,6.0,54
272,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.0,232,28,15.0,15.0,15.0,21,Vegetatif Awal,6.6,29,18,26,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9,69
273,Tondano Utara,Bisi 2,Regosol,Pasir,1.2,248,31,38.0,15.0,15.0,81,Generatif,6.0,36,14,21,Seimbang,Pertahankan Kondisi,0,0,0,115,6.9,34
274,Tondano Utara,Bisi 2,Latosol,Lempung Berpasir,1.4,172,31,0.0,0.0,0.0,83,Generatif,6.1,17,11,17,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,5.1,32
275,Kauditan,Pertiwi,Andosol,Lempung,2.9,241,28,0.0,0.0,0.0,44,Vegetatif Aktif,5.5,18,20,19,Seimbang,Pertahankan Kondisi,0,0,0,105,5.7,61
276,Tondano Selatan,Bisi 2,Latosol,Lempung Berpasir,2.4,216,26,38.0,15.0,15.0,46,Vegetatif Aktif,6.3,24,19,25,Seimbang,Pertahankan Kondisi,0,0,0,115,6.7,69
277,Tondano Selatan,Pertiwi,Andosol,Lempung,1.8,246,28,38.0,15.0,15.0,61,Generatif,6.3,26,25,17,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,7.5,44
278,Airmadidi,NK Perkasa,Regosol,Pasir,2.6,187,31,38.0,15.0,15.0,65,Generatif,6.0,27,18,25,Seimbang,Pertahankan Kondisi,0,0,0,110,6.8,45
279,Langowan,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.3,181,27,23.0,0.0,0.0,14,Vegetatif Awal,6.5,31,20,15,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9,76
280,Sonder,NK Perkasa,Andosol,Pasir,2.9,157,28,23.0,0.0,0.0,26,Vegetatif Aktif,6.4,22,18,13,Seimbang,Pertahankan Kondisi,0,0,0,110,6.7,84
281,Tondano Utara,Pertiwi,Andosol,Lempung,1.3,202,28,15.0,15.0,15.0,59,Generatif,6.5,14,20,16,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,6.7,46
282,Airmadidi,NK Perkasa,Regosol,Lempung Berpasir,0.6,176,30,23.0,0.0,0.0,83,Generatif,6.5,27,11,11,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,5.9,27
283,Tombulu,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.4,225,26,0.0,0.0,0.0,20,Vegetatif Awal,6.8,18,19,13,Defisiensi_N,Tambah Urea Susulan I,100,0,0,90,5.0,70
284,Tombulu,Pertiwi,Andosol,Pasir,2.1,194,26,38.0,15.0,15.0,26,Vegetatif Aktif,5.8,33,18,18,Seimbang,Pertahankan Kondisi,0,0,0,105,7.6,79
285,Langowan,Bisi 2,Regosol,Pasir,2.9,233,31,38.0,15.0,15.0,83,Generatif,6.1,31,21,20,Seimbang,Pertahankan Kondisi,0,0,0,115,6.8,32
286,Airmadidi,NK Perkasa,Andosol,Lempung,3.0,150,26,0.0,0.0,0.0,69,Generatif,6.5,18,20,15,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,5.9,41
287,Tondano Selatan,Bisi 2,Regosol,Lempung Berpasir,1.1,202,26,15.0,15.0,15.0,10,Vegetatif Awal,6.7,29,15,16,Seimbang,Pertahankan Kondisi,0,0,0,115,6.0,105
288,Tondano Selatan,NK Perkasa,Regosol,Lempung Berpasir,2.2,194,27,0.0,0.0,0.0,52,Vegetatif Aktif,6.3,14,19,16,Seimbang,Pertahankan Kondisi,0,0,0,110,4.9,58
289,Airmadidi,Bisi 2,Regosol,Lempung Berpasir,2.8,246,31,23.0,0.0,0.0,43,Vegetatif Aktif,6.0,31,19,20,Seimbang,Pertahankan Kondisi,0,0,0,115,5.9,72
290,Tondano Utara,NK Perkasa,Regosol,Pasir,1.5,206,28,0.0,0.0,0.0,12,Vegetatif Awal,5.8,22,14,10,Seimbang,Pertahankan Kondisi,0,0,0,110,5.0,98
291,Sonder,Bisi 2,Regosol,Lempung Berpasir,1.8,230,28,15.0,15.0,15.0,40,Vegetatif Aktif,6.7,21,23,18,Seimbang,Pertahankan Kondisi,0,0,0,115,5.8,75
292,Tondano Utara,Bisi 2,Latosol,Lempung,1.7,168,30,15.0,15.0,15.0,39,Vegetatif Aktif,5.5,29,21,22,Seimbang,Pertahankan Kondisi,0,0,0,115,6.0,76
293,Tondano Utara,Bisi 2,Latosol,Lempung Berpasir,3.0,242,26,0.0,0.0,0.0,50,Vegetatif Aktif,5.8,22,19,16,Seimbang,Pertahankan Kondisi,0,0,0,115,5.0,65
294,Tondano Selatan,Pertiwi,Andosol,Lempung,1.5,180,29,0.0,0.0,0.0,70,Generatif,5.6,16,15,16,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,5.8,35
295,Langowan,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.6,150,27,0.0,0.0,0.0,54,Vegetatif Aktif,6.2,21,20,14,Seimbang,Pertahankan Kondisi,0,0,0,90,5.0,36
296,Langowan,Pertiwi,Andosol,Lempung,0.5,201,27,38.0,15.0,15.0,40,Vegetatif Aktif,5.7,36,19,19,Seimbang,Pertahankan Kondisi,0,0,0,105,7.6,65
297,Tombulu,Pertiwi,Andosol,Lempung,1.0,210,28,23.0,0.0,0.0,80,Generatif,5.9,20,18,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,6.7,25
298,Langowan,Pioneer Sweet Corn,Latosol,Lempung,1.5,157,30,0.0,0.0,0.0,46,Vegetatif Aktif,5.5,20,14,10,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,90,4.9,44
299,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung,2.3,219,28,23.0,0.0,0.0,55,Vegetatif Aktif,6.6,20,11,21,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,90,5.8,35
300,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung,2.4,190,28,0.0,0.0,0.0,30,Vegetatif Aktif,6.1,25,9,14,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,90,5.1,60
301,Tomohon,Pioneer Sweet Corn,Latosol,Lempung,1.2,204,30,15.0,15.0,15.0,27,Vegetatif Aktif,6.1,24,18,26,Seimbang,Pertahankan Kondisi,0,0,0,90,6.0,63
302,Langowan,Pioneer Sweet Corn,Latosol,Lempung,2.3,246,26,0.0,0.0,0.0,21,Vegetatif Awal,6.8,25,16,22,Seimbang,Pertahankan Kondisi,0,0,0,90,5.0,69
303,Tomohon,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.4,231,26,38.0,15.0,15.0,82,Generatif,6.5,30,21,20,Seimbang,Pertahankan Kondisi,0,0,0,90,6.9,8
304,Sonder,Pioneer Sweet Corn,Latosol,Lempung,1.2,225,28,15.0,15.0,15.0,47,Vegetatif Aktif,6.6,21,17,26,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9,43
305,Tomohon,Pioneer Sweet Corn,Latosol,Lempung,2.6,160,30,23.0,0.0,0.0,53,Vegetatif Aktif,5.8,18,17,14,Seimbang,Pertahankan Kondisi,0,0,0,90,5.8,37
306,Tondano Selatan,Bisi 2,Latosol,Lempung,1.3,171,30,0.0,0.0,0.0,69,Generatif,5.6,20,12,10,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,4.9,46
307,Airmadidi,Bisi 2,Regosol,Pasir,0.5,181,26,23.0,0.0,0.0,30,Vegetatif Aktif,6.4,30,19,13,Seimbang,Pertahankan Kondisi,0,0,0,115,5.9,85
308,Tondano Utara,Bisi 2,Latosol,Lempung,1.8,157,31,23.0,0.0,0.0,50,Vegetatif Aktif,5.6,28,20,12,Seimbang,Pertahankan Kondisi,0,0,0,115,6.0,65
309,Airmadidi,Bisi 2,Regosol,Lempung Berpasir,1.0,208,29,38.0,15.0,15.0,69,Generatif,6.1,34,21,15,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,6.9,46
310,Tondano Utara,NK Perkasa,Regosol,Lempung Berpasir,3.0,215,27,0.0,0.0,0.0,71,Generatif,6.0,20,20,11,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,5.1,39
311,Langowan,Bisi 2,Regosol,Lempung Berpasir,1.3,159,29,0.0,0.0,0.0,85,Generatif,6.5,17,16,11,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,5.1,30
312,Tombulu,NK Perkasa,Regosol,Lempung Berpasir,2.6,172,29,38.0,15.0,15.0,43,Vegetatif Aktif,5.8,35,18,23,Seimbang,Pertahankan Kondisi,0,0,0,110,6.8,67
313,Tondano Selatan,Bisi 2,Regosol,Lempung Berpasir,2.0,202,29,38.0,15.0,15.0,43,Vegetatif Aktif,6.5,26,14,21,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,115,6.8,72
314,Kauditan,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.2,175,27,0.0,0.0,0.0,67,Generatif,6.0,17,17,21,Seimbang,Pertahankan Kondisi,0,0,0,90,4.9,23
315,Tondano Utara,Bisi 2,Latosol,Lempung,3.0,178,31,0.0,0.0,0.0,23,Vegetatif Awal,5.6,17,16,19,Defisiensi_N,Tambah Urea Susulan I,100,0,0,115,5.1,92
316,Kauditan,Pertiwi,Andosol,Pasir,1.4,182,29,38.0,15.0,15.0,15,Vegetatif Awal,6.5,23,26,14,Seimbang,Pertahankan Kondisi,0,0,0,105,7.7,90
317,Sonder,Bisi 2,Regosol,Lempung Berpasir,1.3,198,27,23.0,0.0,0.0,59,Generatif,6.1,23,19,13,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,5.9,56
318,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung,2.1,171,28,23.0,0.0,0.0,55,Vegetatif Aktif,6.1,30,18,22,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9,35
319,Tondano Utara,Bisi 2,Regosol,Pasir,1.7,184,29,23.0,0.0,0.0,51,Vegetatif Aktif,6.8,26,20,22,Seimbang,Pertahankan Kondisi,0,0,0,115,5.9,64
320,Tombulu,Pertiwi,Andosol,Lempung,1.1,157,30,23.0,0.0,0.0,85,Generatif,6.3,22,16,17,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,6.8,20
321,Tomohon,NK Perkasa,Andosol,Lempung,1.4,165,27,23.0,0.0,0.0,64,Generatif,6.2,28,13,11,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,6.8,46
322,Sonder,NK Perkasa,Andosol,Pasir,2.4,248,31,0.0,0.0,0.0,38,Vegetatif Aktif,6.2,23,20,14,Seimbang,Pertahankan Kondisi,0,0,0,110,5.9,72
323,Tomohon,Bisi 2,Regosol,Pasir,2.1,185,30,23.0,0.0,0.0,66,Generatif,6.4,19,13,11,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,6.0,49
324,Tondano Selatan,NK Perkasa,Regosol,Pasir,1.7,208,31,0.0,0.0,0.0,31,Vegetatif Aktif,6.7,13,14,13,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,110,5.1,79
325,Tombulu,Pertiwi,Andosol,Pasir,3.0,233,28,38.0,15.0,15.0,42,Vegetatif Aktif,6.3,36,14,18,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,105,7.5,63
326,Langowan,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.3,222,27,15.0,15.0,15.0,64,Generatif,5.8,14,23,23,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9,26
327,Langowan,Bisi 2,Regosol,Pasir,0.6,212,29,15.0,15.0,15.0,48,Vegetatif Aktif,6.8,14,22,22,Seimbang,Pertahankan Kondisi,0,0,0,115,5.9,67
328,Sonder,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.4,184,29,15.0,15.0,15.0,56,Generatif,6.3,28,19,22,Seimbang,Pertahankan Kondisi,0,0,0,90,6.0,34
329,Kauditan,Pioneer Sweet Corn,Latosol,Lempung,2.9,178,30,0.0,0.0,0.0,49,Vegetatif Aktif,5.9,14,17,16,Seimbang,Pertahankan Kondisi,0,0,0,90,5.1,41
330,Tondano Utara,NK Perkasa,Regosol,Lempung Berpasir,2.8,182,27,23.0,0.0,0.0,22,Vegetatif Awal,6.5,21,14,16,Seimbang,Pertahankan Kondisi,0,0,0,110,6.0,88
331,Tondano Utara,Bisi 2,Latosol,Lempung Berpasir,1.6,161,27,15.0,15.0,15.0,43,Vegetatif Aktif,5.9,15,25,18,Seimbang,Pertahankan Kondisi,0,0,0,115,6.0,72
332,Langowan,NK Perkasa,Regosol,Pasir,2.5,228,28,23.0,0.0,0.0,51,Vegetatif Aktif,6.3,17,11,13,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,110,5.9,59
333,Tomohon,Bisi 2,Regosol,Lempung Berpasir,2.3,244,26,38.0,15.0,15.0,31,Vegetatif Aktif,6.1,21,19,24,Seimbang,Pertahankan Kondisi,0,0,0,115,6.9,84
334,Tomohon,NK Perkasa,Andosol,Pasir,2.2,229,29,38.0,15.0,15.0,62,Generatif,5.6,22,24,16,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,7.5,48
335,Tomohon,Bisi 2,Regosol,Lempung Berpasir,2.3,160,27,38.0,15.0,15.0,68,Generatif,6.1,23,19,16,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,6.9,47
336,Tombulu,NK Perkasa,Regosol,Lempung Berpasir,0.6,173,28,15.0,15.0,15.0,42,Vegetatif Aktif,5.8,16,19,25,Seimbang,Pertahankan Kondisi,0,0,0,110,6.0,68
337,Tomohon,NK Perkasa,Andosol,Pasir,2.7,163,28,38.0,15.0,15.0,75,Generatif,6.5,36,24,20,Seimbang,Pertahankan Kondisi,0,0,0,110,7.6,35
338,Langowan,NK Perkasa,Regosol,Pasir,2.7,154,26,23.0,0.0,0.0,48,Vegetatif Aktif,6.2,24,17,10,Seimbang,Pertahankan Kondisi,0,0,0,110,6.0,62
339,Langowan,Bisi 2,Regosol,Pasir,1.3,175,28,23.0,0.0,0.0,53,Vegetatif Aktif,6.3,16,13,18,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,115,5.9,62
340,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.0,210,27,38.0,15.0,15.0,60,Generatif,5.7,30,14,18,Seimbang,Pertahankan Kondisi,0,0,0,90,6.8,30
341,Kauditan,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.8,171,30,38.0,15.0,15.0,45,Vegetatif Aktif,6.4,26,15,25,Seimbang,Pertahankan Kondisi,0,0,0,90,6.9,45
342,Tomohon,NK Perkasa,Regosol,Pasir,1.2,246,29,15.0,15.0,15.0,30,Vegetatif Aktif,6.0,19,26,25,Seimbang,Pertahankan Kondisi,0,0,0,110,5.8,80
343,Tomohon,NK Perkasa,Andosol,Lempung,0.6,242,27,0.0,0.0,0.0,59,Generatif,6.7,16,11,10,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,5.7,51
344,Sonder,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.9,154,28,0.0,0.0,0.0,26,Vegetatif Aktif,6.5,14,15,10,Seimbang,Pertahankan Kondisi,0,0,0,90,4.9,64
345,Tombulu,Pertiwi,Andosol,Lempung,0.8,238,30,38.0,15.0,15.0,25,Vegetatif Awal,6.3,21,23,19,Seimbang,Pertahankan Kondisi,0,0,0,105,7.6,80
346,Tombulu,Pioneer Sweet Corn,Latosol,Lempung,2.8,194,28,23.0,0.0,0.0,45,Vegetatif Aktif,5.8,23,16,17,Seimbang,Pertahankan Kondisi,0,0,0,90,6.0,45
347,Airmadidi,NK Perkasa,Andosol,Lempung,1.4,154,31,23.0,0.0,0.0,51,Vegetatif Aktif,6.2,28,19,21,Seimbang,Pertahankan Kondisi,0,0,0,110,6.8,59
348,Langowan,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.9,178,26,38.0,15.0,15.0,55,Vegetatif Aktif,6.3,25,18,15,Seimbang,Pertahankan Kondisi,0,0,0,90,6.8,35
349,Langowan,Pertiwi,Andosol,Lempung,2.8,182,27,15.0,15.0,15.0,70,Generatif,5.8,24,26,20,Seimbang,Pertahankan Kondisi,0,0,0,105,6.7,35
350,Tomohon,NK Perkasa,Andosol,Lempung,1.4,154,30,0.0,0.0,0.0,22,Vegetatif Awal,6.2,24,19,22,Seimbang,Pertahankan Kondisi,0,0,0,110,5.8,88
351,Tomohon,NK Perkasa,Andosol,Lempung,0.9,189,26,38.0,15.0,15.0,22,Vegetatif Awal,6.0,34,19,14,Seimbang,Pertahankan Kondisi,0,0,0,110,7.7,88
352,Tondano Selatan,NK Perkasa,Regosol,Pasir,1.4,181,30,15.0,15.0,15.0,17,Vegetatif Awal,6.6,18,21,23,Defisiensi_N,Tambah Urea Susulan I,100,0,0,110,5.9,93
353,Tondano Selatan,Bisi 2,Regosol,Pasir,2.9,169,26,0.0,0.0,0.0,47,Vegetatif Aktif,5.9,18,14,17,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,115,5.1,68
354,Tomohon,NK Perkasa,Regosol,Pasir,1.9,152,27,38.0,15.0,15.0,36,Vegetatif Aktif,6.8,22,18,20,Seimbang,Pertahankan Kondisi,0,0,0,110,6.7,74
355,Tondano Utara,Pertiwi,Andosol,Pasir,1.7,193,30,0.0,0.0,0.0,59,Generatif,6.1,20,18,18,Seimbang,Pertahankan Kondisi,0,0,0,105,5.9,46
356,Langowan,Pioneer Sweet Corn,Latosol,Lempung,1.1,232,28,23.0,0.0,0.0,14,Vegetatif Awal,6.0,19,15,10,Defisiensi_N,Tambah Urea Susulan I,100,0,0,90,5.9,76
357,Tondano Selatan,Bisi 2,Latosol,Lempung,1.5,227,30,23.0,0.0,0.0,76,Generatif,6.7,17,16,11,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,6.0,39
358,Tondano Utara,NK Perkasa,Regosol,Pasir,1.5,158,29,23.0,0.0,0.0,76,Generatif,6.5,21,10,13,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,5.9,34
359,Tondano Utara,Bisi 2,Regosol,Pasir,1.0,164,27,23.0,0.0,0.0,17,Vegetatif Awal,6.8,28,17,19,Seimbang,Pertahankan Kondisi,0,0,0,115,5.8,98
360,Sonder,NK Perkasa,Andosol,Pasir,2.2,173,30,15.0,15.0,15.0,60,Generatif,6.3,18,26,20,Seimbang,Pertahankan Kondisi,0,0,0,110,6.7,50
361,Tombulu,Bisi 2,Regosol,Lempung Berpasir,2.1,221,31,23.0,0.0,0.0,68,Generatif,5.6,18,14,16,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,6.0,47
362,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.6,204,26,0.0,0.0,0.0,84,Generatif,6.2,17,14,16,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,5.0,6
363,Tombulu,Bisi 2,Regosol,Lempung Berpasir,2.1,250,28,15.0,15.0,15.0,52,Vegetatif Aktif,6.6,28,21,21,Seimbang,Pertahankan Kondisi,0,0,0,115,5.9,63
364,Airmadidi,NK Perkasa,Andosol,Pasir,0.6,170,30,0.0,0.0,0.0,74,Generatif,6.7,19,18,13,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,5.8,36
365,Tondano Selatan,Bisi 2,Regosol,Lempung Berpasir,0.9,168,30,38.0,15.0,15.0,75,Generatif,6.7,26,24,16,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,6.8,40
366,Langowan,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.9,203,27,38.0,15.0,15.0,65,Generatif,6.3,25,14,23,Seimbang,Pertahankan Kondisi,0,0,0,90,6.8,25
367,Langowan,Bisi 2,Regosol,Pasir,0.8,216,26,23.0,0.0,0.0,68,Generatif,5.9,29,14,18,Seimbang,Pertahankan Kondisi,0,0,0,115,5.9,47
368,Kauditan,Pertiwi,Andosol,Lempung,1.5,158,28,0.0,0.0,0.0,52,Vegetatif Aktif,5.6,10,10,16,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,105,5.8,53
369,Tombulu,Pioneer Sweet Corn,Latosol,Lempung,2.1,160,26,0.0,0.0,0.0,42,Vegetatif Aktif,6.5,12,15,10,Seimbang,Pertahankan Kondisi,0,0,0,90,4.9,48
370,Tomohon,NK Perkasa,Regosol,Pasir,1.2,151,27,38.0,15.0,15.0,74,Generatif,5.8,30,23,17,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,6.9,36
371,Tomohon,Bisi 2,Regosol,Lempung Berpasir,0.9,203,30,15.0,15.0,15.0,51,Vegetatif Aktif,5.5,21,18,23,Seimbang,Pertahankan Kondisi,0,0,0,115,5.9,64
372,Tomohon,Pioneer Sweet Corn,Latosol,Lempung,2.2,210,29,38.0,15.0,15.0,37,Vegetatif Aktif,6.5,35,23,20,Seimbang,Pertahankan Kondisi,0,0,0,90,6.9,53
373,Tombulu,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.7,243,31,23.0,0.0,0.0,11,Vegetatif Awal,6.5,19,11,21,Defisiensi_N,Tambah Urea Susulan I,100,0,0,90,6.0,79
374,Tondano Utara,Bisi 2,Latosol,Lempung,0.9,207,30,23.0,0.0,0.0,48,Vegetatif Aktif,6.6,22,16,11,Seimbang,Pertahankan Kondisi,0,0,0,115,6.0,67
375,Sonder,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.0,244,26,23.0,0.0,0.0,79,Generatif,6.2,23,15,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,5.9,11
376,Tombulu,Pertiwi,Andosol,Pasir,2.3,183,31,38.0,15.0,15.0,67,Generatif,6.2,21,15,26,Seimbang,Pertahankan Kondisi,0,0,0,105,7.5,38
377,Tombulu,Pertiwi,Andosol,Lempung,1.1,212,26,38.0,15.0,15.0,13,Vegetatif Awal,6.1,35,22,14,Seimbang,Pertahankan Kondisi,0,0,0,105,7.7,92
378,Kauditan,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.5,189,30,23.0,0.0,0.0,53,Vegetatif Aktif,6.3,20,18,20,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9,37
379,Sonder,NK Perkasa,Andosol,Pasir,1.6,158,30,15.0,15.0,15.0,59,Generatif,5.6,16,18,16,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,6.7,51
380,Langowan,Pertiwi,Andosol,Lempung,2.6,224,29,38.0,15.0,15.0,81,Generatif,6.0,27,20,25,Seimbang,Pertahankan Kondisi,0,0,0,105,7.7,24
381,Sonder,NK Perkasa,Andosol,Lempung,0.8,198,30,15.0,15.0,15.0,20,Vegetatif Awal,5.9,28,16,25,Seimbang,Pertahankan Kondisi,0,0,0,110,6.7,90
382,Tombulu,Pioneer Sweet Corn,Latosol,Lempung,1.9,244,26,15.0,15.0,15.0,41,Vegetatif Aktif,6.4,25,17,23,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9,49
383,Kauditan,Pertiwi,Andosol,Lempung,3.0,176,30,38.0,15.0,15.0,36,Vegetatif Aktif,5.6,27,17,24,Seimbang,Pertahankan Kondisi,0,0,0,105,7.6,69
384,Kauditan,Pertiwi,Andosol,Lempung,1.2,200,29,0.0,0.0,0.0,11,Vegetatif Awal,5.9,19,20,10,Defisiensi_N,Tambah Urea Susulan I,100,0,0,105,5.8,94
385,Tondano Utara,Pertiwi,Andosol,Lempung,1.2,219,31,15.0,15.0,15.0,49,Vegetatif Aktif,5.5,16,26,15,Seimbang,Pertahankan Kondisi,0,0,0,105,6.7,56
386,Langowan,NK Perkasa,Regosol,Lempung Berpasir,2.6,180,27,23.0,0.0,0.0,38,Vegetatif Aktif,5.5,22,15,15,Seimbang,Pertahankan Kondisi,0,0,0,110,5.9,72
387,Sonder,NK Perkasa,Andosol,Pasir,2.2,225,27,0.0,0.0,0.0,64,Generatif,6.2,21,17,20,Seimbang,Pertahankan Kondisi,0,0,0,110,5.7,46
388,Tondano Utara,Pertiwi,Andosol,Lempung,2.0,200,28,38.0,15.0,15.0,78,Generatif,6.6,25,14,21,Seimbang,Pertahankan Kondisi,0,0,0,105,7.6,27
389,Sonder,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.5,234,27,23.0,0.0,0.0,65,Generatif,5.9,17,13,10,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,6.0,25
390,Langowan,Pertiwi,Andosol,Pasir,0.6,173,27,23.0,0.0,0.0,24,Vegetatif Awal,5.6,28,10,21,Seimbang,Pertahankan Kondisi,0,0,0,105,6.8,81
391,Tomohon,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.4,193,26,15.0,15.0,15.0,37,Vegetatif Aktif,6.4,20,19,20,Seimbang,Pertahankan Kondisi,0,0,0,90,6.0,53
392,Kauditan,Pertiwi,Andosol,Lempung,2.9,229,31,23.0,0.0,0.0,49,Vegetatif Aktif,5.6,22,11,10,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,105,6.7,56
393,Tombulu,Pertiwi,Andosol,Lempung,0.8,236,26,0.0,0.0,0.0,82,Generatif,5.6,22,16,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,5.8,23
394,Langowan,Pertiwi,Andosol,Pasir,0.9,206,29,23.0,0.0,0.0,82,Generatif,6.5,28,10,17,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,6.7,23
395,Tondano Selatan,Pertiwi,Andosol,Pasir,3.0,171,26,38.0,15.0,15.0,14,Vegetatif Awal,6.3,34,14,15,Seimbang,Pertahankan Kondisi,0,0,0,105,7.5,91
396,Tondano Selatan,NK Perkasa,Regosol,Lempung Berpasir,0.9,213,29,0.0,0.0,0.0,78,Generatif,6.4,19,13,21,Seimbang,Pertahankan Kondisi,0,0,0,110,5.0,32
397,Tondano Selatan,Bisi 2,Latosol,Lempung Berpasir,1.1,165,31,23.0,0.0,0.0,81,Generatif,6.4,23,19,10,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,5.9,34
398,Tondano Utara,Pertiwi,Andosol,Lempung,0.9,244,31,0.0,0.0,0.0,70,Generatif,6.1,19,9,22,Seimbang,Pertahankan Kondisi,0,0,0,105,5.8,35
399,Langowan,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.3,183,30,23.0,0.0,0.0,44,Vegetatif Aktif,6.2,19,17,20,Seimbang,Pertahankan Kondisi,0,0,0,90,6.0,46
